id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways	gprfeat
rxn05528_c0	>	Cytosol_0	(ASE09_RS28320 or ASE09_RS26370 or ASE09_RS15080 or ASE09_RS03695)	Copper-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00058[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00058[e0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Cu2+_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Cu2+_e0[e0] + (1)  H+_c0[c0]	rxn05528	Cut1				(fig|1736582.3.peg.762 OR fig|1736582.3.peg.5931 OR fig|1736582.3.peg.3148)
rxn00791_c0	<	Cytosol_0	ASE09_RS17895	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase_c0		20.0		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd02642[c0] <= (1)  cpd00093[c0] + (1)  cpd00103[c0]	(1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  N-5-phosphoribosyl-anthranilate_c0[c0] <= (1)  Anthranilate_c0[c0] + (1)  PRPP_c0[c0]	rxn00791	ANPRT	R01073	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS	(fig|1736582.3.peg.3729)
rxn00702_c0	=	Cytosol_0	ASE09_RS26740	CTP:alpha-D-glucose-1-phosphate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd00089[c0] <=> (1)  cpd00012[c0] + (1)  cpd00390[c0]	(1)  CTP_c0[c0] + (1)  Glucose-1-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  CDP-glucose_c0[c0]	rxn00702	CDPGLU	R00956	Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-NUCLEOTIDES	(fig|1736582.3.peg.5594)
rxn00065_c0	>	Cytosol_0	((ASE09_RS01270 or ASE09_RS01395 or ASE09_RS15695 or ASE09_RS31920) or (ASE09_RS01270 or ASE09_RS01395 or ASE09_RS15695 or ASE09_RS31920))	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)_c0		-8.48		(1)  cpd00002[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00446[c0]	(1)  ATP_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  cAMP_c0[c0]	rxn00065	ADNCYC	R00089	Purine metabolism		(fig|1736582.3.peg.268) AND (fig|1736582.3.peg.268)
rxn00365_c0	=	Cytosol_0	ASE09_RS18860	ATP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00367[c0] <=> (1)  cpd00008[c0] + (1)  cpd00046[c0] + (1)  cpd00067[c0]	(1)  ATP_c0[c0] + (1)  Cytidine_c0[c0] <=> (1)  ADP_c0[c0] + (1)  CMP_c0[c0] + (1)  H+_c0[c0]	rxn00365	CYTDK1	R00513	Pyrimidine metabolism	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotides-Salvage	Unknown
rxn08783_c0	>	Cytosol_0	ASE09_RS18010	DLACTDEHYDROGFAD-RXN.c.metaexp.CPD-9956_c0		-11.22		(1)  cpd00221[c0] + (1)  cpd15560[c0] => (1)  cpd00020[c0] + (1)  cpd15561[c0]	(1)  D-Lactate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn08783	LDH_D2			Aldehyde-Degradation|Degradation|Detoxification|METHGLYUT-PWY|Methylglyoxal-Detoxification	(fig|1736582.3.peg.3752)
rxn01827_c0	=	Cytosol_0	ASE09_RS14315	4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)_c0		-109.72		(1)  cpd00007[c0] + (1)  cpd00868[c0] <=> (1)  cpd00011[c0] + (1)  cpd00426[c0]	(1)  O2_c0[c0] + (1)  p-hydroxyphenylpyruvate_c0[c0] <=> (1)  CO2_c0[c0] + (1)  Homogentisate_c0[c0]	rxn01827	34HPPOR	R02521	Ubiquinone and other terpenoid-quinone biosynthesis|Tyrosine metabolism	Amino-Acid-Degradation|Biosynthesis|Cofactor-Biosynthesis|Degradation|Plastoquinone-Biosynthesis|Quinone-Biosynthesis|TYRFUMCAT-PWY|TYROSINE-DEG|Vitamin-Biosynthesis	(fig|1736582.3.peg.2995)
rxn01672_c0	>	Cytosol_0	ASE09_RS29380	dCTP aminohydrolase_c0		-5.14		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00356[c0] => (1)  cpd00013[c0] + (1)  cpd00358[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  dCTP_c0[c0] => (1)  NH3_c0[c0] + (1)  dUTP_c0[c0]	rxn01672	DCD1_2	R02325	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	Unknown
rxn05181_c0	>	Cytosol_0	((ASE09_RS30305 or ASE09_RS24310) or ASE09_RS30320 or (ASE09_RS08000 or ASE09_RS30315))	Glycine betaine transport via ABC system_c0	3.A.1.12	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00540[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00540[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  BET_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  BET_c0[c0]	rxn05181	GLYBabc				(fig|1736582.3.peg.5085) AND (fig|1736582.3.peg.5085) AND (fig|1736582.3.peg.5084) AND (fig|1736582.3.peg.5084)
rxn05312_c0	<	Cytosol_0	(ASE09_RS04865 or ASE09_RS19410)	Inorganic phosphate transporter_c0		0.0		(1)  cpd00009[e0] + (1)  cpd00067[e0] <= (1)  cpd00009[c0] + (1)  cpd00067[c0]	(1)  Phosphate_e0[e0] + (1)  H+_e0[e0] <= (1)  Phosphate_c0[c0] + (1)  H+_c0[c0]	rxn05312	PHO84				(fig|1736582.3.peg.4039 OR fig|1736582.3.peg.1004)
rxn08975_c0	>	Cytosol_0	(ASE09_RS30550 or ASE09_RS32890 or ASE09_RS30600 or ASE09_RS27600 or ASE09_RS05220)	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase_c0		-17.44		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd15560[c0] => (1)  cpd00003[c0] + (1)  cpd15561[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  NAD_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn08975	NADH12			AEROBIC-RESPIRATION|Biosynthesis|Cofactor-Biosynthesis|Degradation|Electron-Transfer|Energy-Metabolism|NAD-Metabolism|Noncarbon-Nutrients|PWY0-1334|PWY0-1335|Respiration	(fig|1736582.3.peg.6861 OR fig|1736582.3.peg.6393 OR fig|1736582.3.peg.6404 OR fig|1736582.3.peg.1076 OR fig|1736582.3.peg.5780)
rxn01646_c0	=	Cytosol_0	ASE09_RS01340	N-Ribosylnicotinamide:orthophosphate ribosyltransferase_c0		-10.89		(1)  cpd00009[c0] + (1)  cpd02016[c0] <=> (1)  cpd00067[c0] + (1)  cpd00133[c0] + (1)  cpd00475[c0]	(1)  Phosphate_c0[c0] + (1)  N-Ribosylnicotinamide_c0[c0] <=> (1)  H+_c0[c0] + (1)  Nicotinamide_c0[c0] + (1)  Ribose 1-phosphate_c0[c0]	rxn01646	PNP	R02294	Nicotinate and nicotinamide metabolism		(fig|1736582.3.peg.284)
rxn00105_c0	=	Cytosol_0	ASE09_RS12990	ATP:nicotinamide-nucleotide adenylyltransferase_c0		1.07		(1)  cpd00002[c0] + (1)  cpd00355[c0] <=> (1)  cpd00003[c0] + (1)  cpd00012[c0]	(1)  ATP_c0[c0] + (1)  Nicotinamide ribonucleotide_c0[c0] <=> (1)  NAD_c0[c0] + (1)  PPi_c0[c0]	rxn00105	NMNAT	R00137	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-BIOSYNTHESIS-II|NAD-BIOSYNTHESIS-III|NAD-Metabolism|NAD-SYN|PWY3O-4106	(fig|1736582.3.peg.2720)
rxn03243_c0	=	Cytosol_0	(ASE09_RS32830 or ASE09_RS22840 or ASE09_RS18575 or ASE09_RS11940 or ASE09_RS20965 or ASE09_RS09190 or ASE09_RS05610)	Decanoyl-CoA:acetyl-CoA C-acyltransferase_c0		7.06		(1)  cpd00022[c0] + (1)  cpd03128[c0] <=> (1)  cpd00010[c0] + (1)  cpd03117[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  Decanoyl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  3-Oxododecanoyl-CoA_c0[c0]	rxn03243	ACACT5r	R04742	Fatty acid elongation|Fatty acid degradation		(fig|1736582.3.peg.4371 OR fig|1736582.3.peg.6850 OR fig|1736582.3.peg.2501 OR fig|1736582.3.peg.1912 OR fig|1736582.3.peg.1157 OR fig|1736582.3.peg.4772 OR fig|1736582.3.peg.3559 OR fig|1736582.3.peg.3869)
rxn03446_c0	>	Cytosol_0	(ASE09_RS04175 or ASE09_RS00565 or ASE09_RS11710)	O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water)_c0		7.21		(1)  cpd00001[c0] + (1)  cpd03607[c0] => (1)  cpd00009[c0] + (1)  cpd03608[c0]	(1)  H2O_c0[c0] + (1)  4-(Phosphonooxy) -threonine_c0[c0] => (1)  Phosphate_c0[c0] + (1)  4-Hydroxy-L-threonine_c0[c0]	rxn03446	4HTHRS	R05086	Vitamin B6 metabolism		(fig|1736582.3.peg.2452)
rxn01302_c0	=	Cytosol_0	ASE09_RS11705	L-homoserine:NADP+ oxidoreductase_c0		5.22		(1)  cpd00006[c0] + (1)  cpd00227[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00346[c0]	(1)  NADP_c0[c0] + (1)  L-Homoserine_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0]	rxn01302	HOM6_2	R01775	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY	(fig|1736582.3.peg.2451)
rxn00101_c0	>	Cytosol_0	(((ASE09_RS05320 or ASE09_RS12700 or ASE09_RS16410) and (ASE09_RS16405 or ASE09_RS05325 or ASE09_RS12695) and (ASE09_RS16405 or ASE09_RS05330 or ASE09_RS12695)) or (ASE09_RS05310 and ASE09_RS05305 and Unknown and ASE09_RS05315))	Urea amidohydrolase_c0		-5.75		(1)  cpd00001[c0] + (2)  cpd00067[c0] + (1)  cpd00073[c0] => (1)  cpd00011[c0] + (2)  cpd00013[c0]	(1)  H2O_c0[c0] + (2)  H+_c0[c0] + (1)  Urea_c0[c0] => (1)  CO2_c0[c0] + (2)  NH3_c0[c0]	rxn00101	UREA2	R00131	Purine metabolism|Arginine and proline metabolism|Atrazine degradation	AMINE-DEG|Allantoin-degradation|Degradation|URDEGR-PWY|Urea-Degradation	(fig|1736582.3.peg.2657 OR fig|1736582.3.peg.1097 OR fig|1736582.3.peg.3416) AND (fig|1736582.3.peg.3417 OR fig|1736582.3.peg.1096 OR fig|1736582.3.peg.2658) AND (fig|1736582.3.peg.1098 OR fig|1736582.3.peg.2657 OR fig|1736582.3.peg.3416) AND (Unknown) AND (fig|1736582.3.peg.1094) AND (fig|1736582.3.peg.1093) AND (fig|1736582.3.peg.1095)
rxn00223_c0	=	Cytosol_0	ASE09_RS21685	D-glucose aldose-ketose-isomerase_c0		-0.89		(1)  cpd00027[c0] <=> (1)  cpd00082[c0]	(1)  D-Glucose_c0[c0] <=> (1)  D-Fructose_c0[c0]	rxn00223	XYLI2	R00307			(fig|1736582.3.peg.4529)
rxn00784_c0	=	Cytosol_0	ASE09_RS01415	2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)_c0		1.68		(1)  cpd00510[c0] <=> (1)  cpd00071[c0] + (1)  cpd00102[c0]	(1)  deoxyribose-5-phosphate_c0[c0] <=> (1)  Acetaldehyde_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0]	rxn00784	DRPA	R01066	Pentose phosphate pathway		(fig|1736582.3.peg.299)
rxn05029_c0	=	Cytosol_0	ASE09_RS19385	ATP:cobinamide Cobeta-adenosyltransferase_c0				(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd03422[c0] <=> (1)  cpd00421[c0] + (1)  cpd03918[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  Cobinamide_c0[c0] <=> (1)  Triphosphate_c0[c0] + (1)  Adenosyl cobinamide_c0[c0]	rxn05029	CBIAT	R07268	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis	(fig|1736582.3.peg.4034)
rxn00368_c0	=	Cytosol_0	ASE09_RS18860	UTP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00062[c0] + (1)  cpd00367[c0] <=> (1)  cpd00014[c0] + (1)  cpd00046[c0] + (1)  cpd00067[c0]	(1)  UTP_c0[c0] + (1)  Cytidine_c0[c0] <=> (1)  UDP_c0[c0] + (1)  CMP_c0[c0] + (1)  H+_c0[c0]	rxn00368		R00516	Pyrimidine metabolism		Unknown
rxn05393_c0	=	Cytosol_0	(ASE09_RS05730 or ASE09_RS13670 or ASE09_RS17685 or ASE09_RS33320 or ASE09_RS19480 or ASE09_RS16210 or ASE09_RS08455 or ASE09_RS33570 or ASE09_RS08995 or ASE09_RS18520 or ASE09_RS29610 or ASE09_RS18855 or ASE09_RS07135)	9-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11529[c0] <=> (1)  cpd00006[c0] + (1)  cpd11530[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  9-methyl-3-oxo-decanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  9-methyl-3-hydroxy-decanoyl-ACP_c0[c0]	rxn05393					Unknown
rxn05354_c0	<	Cytosol_0	ASE09_RS06655	Hexadecanoyl-[acyl-carrier protein:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing)_c0		16.55		(1)  cpd00006[c0] + (1)  cpd11476[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11477[c0]	(1)  NADP_c0[c0] + (1)  hexadecanoyl-acp_c0[c0] <= (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  (2E) -Hexadecenoyl-[acp]_c0[c0]	rxn05354	FAS1_7_2	R04970	Fatty acid biosynthesis		Unknown
rxn00328_c0	=	Cytosol_0	(ASE09_RS17165 and ASE09_RS17165)	4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)_c0		3.21		(1)  cpd00830[c0] <=> (1)  cpd00020[c0] + (1)  cpd00040[c0]	(1)  4-Hydroxy-2-oxoglutarate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (1)  Glyoxalate_c0[c0]	rxn00328	DDPGA	R00470	Glyoxylate and dicarboxylate metabolism	4-Hydroxyproline-Degradation|Amino-Acid-Degradation|Degradation|HYDROXYPRODEG-PWY	(fig|1736582.3.peg.3577) AND (fig|1736582.3.peg.3577)
rxn02285_c0	=	Cytosol_0	ASE09_RS02570	UDP-N-acetylmuramate:NADP+ oxidoreductase_c0		15.33		(1)  cpd00006[c0] + (1)  cpd00773[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd02820[c0]	(1)  NADP_c0[c0] + (1)  UDP-MurNAc_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  UDP-N-acetylglucosamine enolpyruvate_c0[c0]	rxn02285	UAPGR	R03192	Amino sugar and nucleotide sugar metabolism|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis	(fig|1736582.3.peg.537)
rxn02303_c0	=	Cytosol_0	ASE09_RS15925	Coproporphyrinogen:oxygen oxidoreductase(decarboxylating)_c0		-93.33		(1)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd02083[c0] <=> (2)  cpd00001[c0] + (2)  cpd00011[c0] + (1)  cpd00791[c0]	(1)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  CoproporphyrinogenIII_c0[c0] <=> (2)  H2O_c0[c0] + (2)  CO2_c0[c0] + (1)  ProtoporphyrinogenIX_c0[c0]	rxn02303	CPPPGO	R03220	Porphyrin and chlorophyll metabolism	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|PWY0-1415|Porphyrin-Compounds-Biosynthesis	Unknown
rxn05315_c0	=	Cytosol_0	ASE09_RS22705	ZN2t4_c0		0.0		(1)  cpd00034[c0] + (1)  cpd00067[e0] + (1)  cpd00205[e0] <=> (1)  cpd00034[e0] + (1)  cpd00067[c0] + (1)  cpd00205[c0]	(1)  Zn2+_c0[c0] + (1)  H+_e0[e0] + (1)  K+_e0[e0] <=> (1)  Zn2+_e0[e0] + (1)  H+_c0[c0] + (1)  K+_c0[c0]	rxn05315					Unknown
rxn00227_c0	>	Cytosol_0	ASE09_RS10540	Acetyl phosphate phosphohydrolase_c0		-1.46		(1)  cpd00001[c0] + (1)  cpd00196[c0] => (1)  cpd00009[c0] + (1)  cpd00029[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  Acetylphosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Acetate_c0[c0] + (1)  H+_c0[c0]	rxn00227	ACYP_2	R00317	Pyruvate metabolism		Unknown
rxn02889_c0	=	Cytosol_0	((ASE09_RS14945 or ASE09_RS03350) or (Unknown and (ASE09_RS14950 or ASE09_RS03355)))	3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)_c0		-1.07		(1)  cpd00002[c0] + (1)  cpd00242[c0] + (1)  cpd01966[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02068[c0]	(1)  ATP_c0[c0] + (1)  H2CO3_c0[c0] + (1)  Dimethylacryloyl-CoA_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  3-Methylglutaconyl-CoA_c0[c0]	rxn02889	MCCC	R04138	Valine, leucine and isoleucine degradation	Amino-Acid-Degradation|Degradation|LEU-DEG2-PWY|LEUCINE-DEG	(fig|1736582.3.peg.3121) AND (Unknown) AND (fig|1736582.3.peg.3122)
rxn00559_c0	=	Cytosol_0	(ASE09_RS20085 or ASE09_RS25310)	D-mannose-6-phosphate aldose-ketose-isomerase_c0		-0.89		(1)  cpd00235[c0] <=> (1)  cpd00072[c0]	(1)  D-mannose-6-phosphate_c0[c0] <=> (1)  D-fructose-6-phosphate_c0[c0]	rxn00559	MAN6PI	R00772			(fig|1736582.3.peg.4179 OR fig|1736582.3.peg.5289)
rxn10194_c0	=	Cytosol_0	(ASE09_RS22670 and Unknown)	Teichoic acid (unsubstituted) export_c0		-4.5		(1)  cpd15661[c0] + (1)  cpd15666[c0] <=> (1)  cpd00067[c0] + (1)  cpd00286[c0] + (1)  cpd15667[c0]	(1)  Prenol-45n teichoic acid_c0[c0] + (1)  Peptidoglycan polymer (n-1 subunits) _c0[c0] <=> (1)  H+_c0[c0] + (1)  Undecaprenylphosphate_c0[c0] + (1)  glycerol teichoic acid (n=45) , linked, unsubstituted_c0[c0]	rxn10194					Unknown
rxn00691_c0	>	Cytosol_0	ASE09_RS03190	10-Formyltetrahydrofolate amidohydrolase_c0		-20.24		(1)  cpd00001[c0] + (1)  cpd00201[c0] => (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  cpd00087[c0]	(1)  H2O_c0[c0] + (1)  10-Formyltetrahydrofolate_c0[c0] => (1)  Formate_c0[c0] + (1)  H+_c0[c0] + (1)  Tetrahydrofolate_c0[c0]	rxn00691	FTHFD	R00944	Glyoxylate and dicarboxylate metabolism|One carbon pool by folate	1CMET2-PWY|Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|Vitamin-Biosynthesis	(fig|1736582.3.peg.658)
rxn02946_c0	>	Cytosol_0	ASE09_RS06775	cis-4-Hydroxy-D-proline:oxygen oxidoreductase (deaminating)_c0		-43.67		(1)  cpd00007[c0] + (1)  cpd02175[c0] => (1)  cpd00025[c0] + (1)  cpd00067[c0] + (1)  cpd02626[c0]	(1)  O2_c0[c0] + (1)  cis-4-Hydroxy-D-proline_c0[c0] => (1)  H2O2_c0[c0] + (1)  H+_c0[c0] + (1)  1-Pyrroline-4-hydroxy-2-carboxylate_c0[c0]	rxn02946		R04221	Arginine and proline metabolism		(fig|1736582.3.peg.1407)
rxn03907_c0	=	Cytosol_0	ASE09_RS04480	CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd08286[c0] <=> (1)  cpd00012[c0] + (1)  cpd08287[c0]	(1)  CTP_c0[c0] + (1)  2-C-methyl-D-erythritol4-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0[c0]	rxn03907	MEPCT	R05633	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis	(fig|1736582.3.peg.925)
rxn01987_c0	=	Cytosol_0	ASE09_RS18475	R02750_c0		14.03		(1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00510[c0] <=> (1)  cpd00002[c0] + (1)  cpd01242[c0]	(1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  deoxyribose-5-phosphate_c0[c0] <=> (1)  ATP_c0[c0] + (1)  Thyminose_c0[c0]	rxn01987	DRBK	R02750	Pentose phosphate pathway		(fig|1736582.3.peg.3847)
rxn03538_c0	=	Cytosol_0	ASE09_RS17745	R05223_c0		14.03		(1)  cpd03423[c0] + (1)  cpd03920[c0] <=> (1)  cpd00067[c0] + (1)  cpd00126[c0] + (1)  cpd00166[c0]	(1)  alpha-Ribazole_c0[c0] + (1)  Adenosylcobinamide-GDP_c0[c0] <=> (1)  H+_c0[c0] + (1)  GMP_c0[c0] + (1)  Calomide_c0[c0]	rxn03538	ADOCBLS	R05223	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|Vitamin-Biosynthesis	(fig|1736582.3.peg.3699)
rxn09310_c0	>	Cytosol_0	((ASE09_RS23560 or ASE09_RS00125 or ASE09_RS31000) and Unknown and (ASE09_RS17845 or ASE09_RS12505 or ASE09_RS25755 or ASE09_RS17900 or ASE09_RS19325 or ASE09_RS11855) and ASE09_RS18065 and Unknown and ASE09_RS18070)	thiazole phosphate synthesis_c0		-57.03		(1)  cpd00002[c0] + (1)  cpd00069[c0] + (1)  cpd00084[c0] + (1)  cpd08289[c0] => (1)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00035[c0] + (2)  cpd00067[c0] + (1)  cpd02654[c0] + (1)  cpd15378[c0]	(1)  ATP_c0[c0] + (1)  L-Tyrosine_c0[c0] + (1)  L-Cysteine_c0[c0] + (1)  1-deoxy-D-xylulose5-phosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  CO2_c0[c0] + (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  L-Alanine_c0[c0] + (2)  H+_c0[c0] + (1)  4-Methyl-5--2-phosphoethyl-thiazole_c0[c0] + (1)  4-Hydroxy-benzylalcohol_c0[c0]	rxn09310	THZPSN				(Unknown) AND (fig|1736582.3.peg.3730 OR fig|1736582.3.peg.3719 OR fig|1736582.3.peg.4022 OR fig|1736582.3.peg.5386 OR fig|1736582.3.peg.2482 OR fig|1736582.3.peg.2617) AND (Unknown) AND (Unknown) AND (Unknown) AND (fig|1736582.3.peg.3765)
rxn02834_c0	>	Cytosol_0	(ASE09_RS25205 and ASE09_RS18410)	Phosphoribosyl-ATP pyrophosphohydrolase_c0		-27.3		(1)  cpd00001[c0] + (1)  cpd01775[c0] => (1)  cpd00012[c0] + (2)  cpd00067[c0] + (1)  cpd01777[c0]	(1)  H2O_c0[c0] + (1)  Phosphoribosyl-ATP_c0[c0] => (1)  PPi_c0[c0] + (2)  H+_c0[c0] + (1)  Phosphoribosyl-AMP_c0[c0]	rxn02834	HIS4_1	R04035	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY	(fig|1736582.3.peg.5265) AND (fig|1736582.3.peg.3834)
